Site ID,Current Site Name,Line1 Address,Comu ,Site Municipality,Zip Code ,Contamination
692656,KARATE FOR YOUTH CHILD DEVELOPMENT CENTER,57 NEW ST,0709,Irvington Twp,07111    ,LSRP Oversight
44960,KARLS AUTOCENTER,20 22 S ESSEX AVE,0717,Orange City Twp,070500000,RAO-A (Limited Restricted Use)
42797,KASLANDER LUMBER CO INC,373 5TH ST,0714,Newark City,07107    ,RAO-A (Unrestricted Use)
42581,KAY AMC JEEP INC,1633 SPRINGFIELD AVE,0711,Maplewood Twp,07040    ,LSRP Oversight
360288,KAYS CHRISTIAN PLACE,45 MCWHORTER ST,0714,Newark City,07105    ,Suspected
14916,KB NEWARK,500 DOREMUS AVE,0714,Newark City,07105    ,RAO-A (Unrestricted Use)
36557,K CALDWELL CLEANERS,381 383 BLOOMFIELD AVE,0703,Caldwell Boro,07006    ,LSRP Oversight
719692,KCS CAR WASH FORMER,360 THOMAS BLVD,0717,Orange City Twp,07050    ,CEA Established (Limited Restricted Use)
366528,KDDS III INC,28 DWIGHT PL,0707,Fairfield Twp,07004    ,RAO-Entire Site (Unrestricted Use)
23806,KEANS CLEANERS,168 MAPLEWOOD AVE,0711,Maplewood Twp,07040    ,RAO-A (Unrestricted Use)
76367,KEARFOTT GUIDANCE & NAVIGATION CORP,90 NEW DUTCH LN,0707,Fairfield Twp,07424    ,Verified Unknown Source
458174,KEARNY FEDERAL SAVINGS,111 115 DUNNELL RD,0711,Maplewood Twp,07040    ,RAO-A (Limited Restricted Use)
20782,KEARNY STEEL CONTAINER CORP,401 SOUTH ST,0714,Newark City,07015    ,Suspected
228949,KELOB CHILDRENS ACADEMY DAY CARE,520 WILLIAMS ST,0705,East Orange City,07017    ,LSRP Oversight
49939,KENNYS @ SCHOOLHOUSE PLAZA,387 MILLBURN AVE,0712,Millburn Twp,07041    ,LSRP Oversight
42941,KENT STEEL CORP,NAVY ST & NEPTUNE ST,0714,Newark City,07114    ,Completed-Area of Concern Limited Restricted Use
83866,KENTUCKY FRIED CHICKEN,841 SPRINGFIELD AVE,0709,Irvington Twp,07111    ,LSRP Oversight
54425,KENTUCKY FRIED CHICKEN RESTAURANT,929 S ORANGE AVE,0705,East Orange City,07017    ,RAO-A (Unrestricted Use)
8648,KESTER SOLDER,88 90 FERGUSON ST,0714,Newark City,07105    ,Deed Notice Terminated
8213,KETCHAM & MCDOUGALL INC,465 EAGLE ROCK AVE,0718,Roseland Boro,07068    ,Known
8388,KEYSTONE FOLDING BOX CO,367 381 VERONA AVE,0714,Newark City,07104    ,RAO-A (Unrestricted Use)
64146,KGB PRECISION MACHINE CO INC,21 LINCOLN ST,0702,Bloomfield Twp,07003    ,Suspected
451261,K HOVNANIAN HILLTOP REDEVELOPMENT PARCEL 3,WHITE ROCK RD & HILLTOP DR,0715,North Caldwell Boro,07006    ,LSRP Oversight
8288,KH VENTURES WOROCO SERVICE STATION,248 FRANKLIN AVE,0716,Nutley Twp,07110    ,RAO-A (Unrestricted Use)
438876,KIDDIE ACADEMY,810 PASSAIC AVE,0721,West Caldwell Twp,07004    ,RAO-Entire Site (Restricted Use)
360291,KIDDIE KAMPUS CHILD CARE CENTER,108 BLOOMFIELD AVE,0703,Caldwell Boro,07006    ,RAO-Child Care Facility (Unrestricted Use)
257480,KIDDIE KORNER LEARNING CENTER,740 S 18TH ST,0714,Newark City,07103    ,CCF Approved
257953,KIDDIE KORNER LEARNING CENTER,317 321 VERONA AVE,0714,Newark City,07104    ,CCF Approved
257534,KIDDIE QUARTERS INC,1174 STUYVESANT AVE,0709,Irvington Twp,07111    ,CCF Approved
360294,KIDDIE WORLD DAYCARE,147 GROVE ST,0702,Bloomfield Twp,07003    ,CCF Approved
81401,KIDS CAMPUS,1153 STUYVESANT AVE,0709,Irvington Twp,07111    ,LSRP Oversight
441287,KIDS FIRST PROPOSED,1120 S ORANGE AVE,0714,Newark City,07106    ,LSRP Oversight
376724,KIDS FOUNDATION DAY CARE CENTER CORP,382 CENTRAL AVE,0705,East Orange City,07018    ,CCF Approved
360293,KIDS IN THE WORK PLACE NEWARK,540 BROAD ST,0714,Newark City,07102    ,Suspected
518091,KIDZ AT PLAY,452 454 AVON AVE,0714,Newark City,07108    ,LSRP Oversight
449880,KIDZ @ PLAY CHILD CARE,281 MAIN ST,0701,Belleville Twp,07109    ,RAO-A (Unrestricted Use)
360297,KINDERCARE LEARNING CENTER #1371,132 CABINET ST,0714,Newark City,07107    ,Suspected
360296,KINDERCARE @ WORK #1271,100 OLD SHORT HILLS RD,0710,Livingston Twp,07039    ,Suspected
427980,KINDERENRICHMENT PROPOSED,550 RIDGEWOOD RD,0711,Maplewood Twp,07040    ,RAO-A (Unrestricted Use)
517089,KINDER TOWERS,400 HOOVER AVE,0702,Bloomfield Twp,07003    ,RAO-A (Unrestricted Use)
360295,KING MEMORIAL,224 W KINNEY ST,0714,Newark City,07103    ,CCF Approved
50298,KING OLDSMOBILE INC FORMER,115 BLOOMFIELD AVE,0720,Verona Twp,07044    ,RAO-A (Limited Restricted Use)
491886,KINGS PLAZA,700 800 MORRIS TPKE,0712,Millburn Twp,07078    ,RAO-A (Unrestricted Use)
422514,KINGS & QUEENS DAYCARE PROPOSED,1 15 LESLIE ST,0714,Newark City,07108    ,Suspected
257828,KINGS SUPER MARKETS INC,255 281 S LIVINGSTON AVE,0710,Livingston Twp,07039    ,Verified Unknown Source
76623,KINTOCK,50 FENWICK ST,0714,Newark City,07114    ,Known
47572,KIPP BOLD & THRIVE ACADEMY,229 18TH AVE,0714,Newark City,07108    ,LSRP Oversight
532269,KIPP RISE ACADEMY FIELD PROJECT,21 ASHLAND ST,0714,Newark City,07102    ,Suspected
8430,KIPP UPPER ROSEVILLE ACADEMY,300 N 13TH ST,0705,East Orange City,07107    ,LSRP Oversight
634280,KIRKS AUTO CENTER,152 CENTRAL AVE,0717,Orange City Twp,07050    ,RAO-A (Unrestricted Use)
168457,KLABIN FRAGRANCES INC,71 VILLAGE PARK RD,0704,Cedar Grove Twp,07009    ,RAO-Entire Site (Unrestricted Use)
202278,KLOCKNER CHEMICAL & AMERICAN SELECT DISTRIBUTION CENTER,94 120 FRELINGHUYSEN AVE,0714,Newark City,07114    ,RAO-Entire Site (Restricted Use)
360298,KNOWLEDGE BEGINNINGS,3 ADP BLVD,0718,Roseland Boro,07068    ,CCF Approved
19232,KOLTEX APARTMENTS,121 125 ELIZABETH AVE,0714,Newark City,07108    ,Suspected
21048,KONNERS CHEVROLET INC,950 BLOOMFIELD AVE,0721,West Caldwell Twp,07006    ,RAO-Entire Site (Unrestricted Use)
40118,KOPPERS WOOD TREATING FACILITY FORMER,MARITIME ST & TYLER ST,0714,Newark City,07114    ,Known
360246,KORPORATE KIDS LEARNING CENTER,155 COMMERCE RD,0704,Cedar Grove Twp,07009    ,Suspected
25850,KRAFT INTERNATIONAL MARKETING INC,51 DWIGHT PL,0707,Fairfield Twp,07006    ,Suspected
376725,KREATIVE KIDZ CHILDRENS ACADEMY,1405 CLINTON AVE,0709,Irvington Twp,07111    ,Suspected
21768,KREMENTZ & CO,375 MCCARTER HWY,0714,Newark City,07114    ,Known
362403,KRICH BROTHERS,1021 1031 BROAD ST,0714,Newark City,07102    ,RAO-A (Restricted Use)
56359,KRISMARK TRANSPORTATION CO INC,630 FREEMAN ST,0717,Orange City Twp,07051    ,RAO-A (Limited Restricted Use)
189050,K&R MANAGEMENT,57 BLOOMFIELD AVE,0703,Caldwell Boro,07006    ,RAO-A (Unrestricted Use)
220983,KROWNE METAL CORP,255 267 VERONA AVE,0714,Newark City,07104    ,CEA Established (Limited Restricted Use)
63787,KULICK ROAD & GLORIA LANE,KULICK RD & GLORIA LN,0707,Fairfield Twp,07006    ,Suspected
625748,KUNA TERRACE & CHANCELLOR AVENUE GROUND WATER CONTAMINATION,KUNA TER & CHANCELLOR AVE,0709,Irvington Twp,07111    ,Known
360299,KUZURI KIJIJI DEVELOPMENT HEAD START,19 FREEWAY DR E,0705,East Orange City,07018    ,CCF Approved
8811,LABARRE & SCHUCH INC,30 BLEEKER ST,0712,Millburn Twp,07041    ,RAO-A (Limited Restricted Use)
365193,LA CASA DE DON PEDRO EARLY CHILDHOOD ,202 216 1ST ST,0714,Newark City,07104    ,CCF Approved
360300,LA CASA DE DON PEDRO EARLY CHILDHOOD DEVELOPMENT CENTER,75 PARK AVE,0714,Newark City,07104    ,CCF Approved
360301,LA CASA DE DON PEDRO EARLY CHILDHOOD DEVELOPMENT CENTER,39 BROADWAY,0714,Newark City,07104    ,Suspected
227985,LACASA YOUTH & FAMILY SERVICES DIV,23 BROADWAY,0714,Newark City,07104    ,CCF Approved
228962,LADY BUG MONTESSORI LEARNING CENTER,617 WASHINGTON AVE,0701,Belleville Twp,07109    ,CCF Approved
8614,LAFARGE NORTH AMERICAN INC GYPSUM FACILITY,265 DISTRIBUTION ST,0714,Newark City,07114    ,LSRP Oversight
342905,LAFAYETTE STREET ASSOC,197 217 MULBERRY ST,0714,Newark City,07102    ,RAO-A (Unrestricted Use)
652194,LA FRANCE AVENUE & ELMWOOD AVENUE GW CONTAMINATION,LA FRANCE AVE & ELMWOOD AVE,0702,Bloomfield Twp,07003    ,Known
757114,LAKESIDE AVENUE BROWNFIELD DEVELOPMENT AREA,VARIOUS ST,0722,West Orange Twp,07052    ,Suspected
43964,LAKESIDE EXXON SERVICE STATION,241 BLOOMFIELD AVE,0714,Newark City,07104    ,RAO-A (Limited Restricted Use)
19860,LA PICCIRILLO INC,10 12 RICHARDS ST,0714,Newark City,07105    ,RAO-A (Restricted Use)
56952,LARAMKRIS CORP,68 74 COIT ST,0709,Irvington Twp,07111    ,LSRP Oversight
46799,LASKY CO CORP,56 67 E WILLOW ST,0712,Millburn Twp,07041    ,RAO-A (Unrestricted Use)
742990,LAURENZI MARIO FORMER COLOCATION,GLEBE ST,0717,Orange City Twp,07050    ,Suspected
160367,LAWRENCE METALS INC,21 HYATT AVE,0714,Newark City,07105    ,LSRP Oversight
229194,LEAGUERS INC,113 MONTGOMERY AVE,0709,Irvington Twp,07111    ,CCF Approved
412146,LEAGUERS PROPOSED DAYCARE,100 LINDEN AVE,0709,Irvington Twp,07111    ,CCF Approved
378497,LEARN TO LOVE,23 MILL RD,0709,Irvington Twp,07111    ,RAO-A (Unrestricted Use)
389325,LEARN TO LOVE DAYCARE PROPOSED,1187 1191 STUYVESANT AVE,0709,Irvington Twp,07111    ,Suspected
24333,LEATHER HANDLE MFG CO INC,44 DICKERSON ST,0714,Newark City,07103    ,No SRP Oversight Required
743203,LE BOUEF CLEANERS FORMER COLOCATION,AMHERST ST,0705,East Orange City,07018    ,Suspected
441386,LECARE LEARNING CENTER PROPOSED,1379 1383 CLINTON AVE,0709,Irvington Twp,07111    ,LSRP Oversight
149999,LEE MYLES TRANSMISSIONS FORMER,667 BLOOMFIELD AVE,0720,Verona Twp,07044    ,RAO-Entire Site (Limited Restricted Use)
18146,LEGGETT & PLATT INC,750 FRELINGHUYSEN AVE,0714,Newark City,07114    ,RAO-Entire Site (Restricted Use)
743208,LEGION LAUNDRY INC CLEANERS FORMER COLOCATION,HECKEL ST,0701,Belleville Twp,07109    ,Suspected
9217,LEHIGH GAS SERVICE STATION,461 BLOOMFIELD AVE,0702,Bloomfield Twp,07003    ,LSRP Oversight
14045,LEHIGH GAS SERVICE STATION,171 BLOOMFIELD AVE,0702,Bloomfield Twp,07017    ,Verified Unknown Source
8641,LEMCOR INC,170 FRELINGHUYSEN AVE,0714,Newark City,07114    ,LSRP Oversight
50938,LEMCOR INC,221 FOUNDRY ST,0714,Newark City,07105    ,LSRP Oversight
76792,LENZE POWER TRANSMISSION @ WEST CALDWELL IND VILLAGE,311 RT 46,0707,Fairfield Twp,07006    ,RAO-ISRA Leasehold (Unrestricted Use)
630794,LEONARDO DAVINCI  ACADEMY,57 PARK ST,0702,Bloomfield Twp,07003    ,RAO-Entire Site (Restricted Use)
206126,LEO REALTY COMPANIES,460 FRANKLIN ST,0702,Bloomfield Twp,07003    ,RAO-A (Unrestricted Use)
124488,LEOS TIRE & AUTO REPAIR,43 45 STANTON ST,0714,Newark City,07105    ,LSRP Oversight
471579,LEPARC,237 LORRAINE AVE,0713,Montclair Twp,07043    ,Withdrawn
521801,LE PARC PLACE,195 MAPLEWOOD AVE,0711,Maplewood Twp,07040    ,RAO-A (Unrestricted Use)
628653,LE PETIT ACADEMY,1707 SPRINGFIELD AVE,0711,Maplewood Twp,07040    ,LSRP Oversight
375100,LEPETIT ACADEMY,1529 SPRINGFIELD AVE,0711,Maplewood Twp,07040    ,CCF Approved
8994,LESLIE CONTROLS INC,8 SPIELMAN RD,0707,Fairfield Twp,07006    ,RAO-ISRA Entire Site (Unrestricted Use)
63980,LEVOLOR LORENTZEN INC,210 FAIRFIELD RD,0707,Fairfield Twp,07006    ,LSRP Oversight
9081,L HAROLD KARNS BUILDING,682 PARK AVE,0705,East Orange City,07017    ,LSRP Oversight
367634,LH ENTERPRISES,256 POMPTON AVE,0704,Cedar Grove Twp,07009    ,LSRP Oversight
198486,LIBERFARB INC,48 S DAY ST,0717,Orange City Twp,07050    ,RAO-Entire Site (Restricted Use)
56444,LIBERTY SERVICE,620 THOMAS BLVD,0705,East Orange City,07019    ,LSRP Oversight
142580,LIGHTHOUSE ENVIRONMENTAL INC,56 OAKWOOD AVE,0717,Orange City Twp,07050    ,RAO-A (Unrestricted Use)
64157,LIMITED PARTNERSHIP PROPERTY NEWARK,64 HILLSIDE AVE,0714,Newark City,07199    ,Suspected
755047,LINCOLN AVENUE & CRANE STREET GROUNDWATER CONTAMINATION,LINCOLN AVE & CRANE ST,0717,Orange City Twp,07050    ,Known
701260,LINCOLN ESTATES CONDOS,129 141 LINCOLN AVE,0714,Newark City,07104    ,RAO-A (Unrestricted Use)
18096,LINCOLN MOTEL INC,422 BROAD ST,0714,Newark City,07102    ,RAO-A (Unrestricted Use)
220298,LINCOLN PARK COAST CULTURAL DISTRICT,478 480 WASHINGTON ST,0714,Newark City,07102    ,RAO-Entire Site (Restricted Use)
8304,LINCOLN PARK TOWERS APARTMENTS,31 33 LINCOLN AVE,0714,Newark City,07101    ,RAO-A (Unrestricted Use)
22891,LINDE GAS NORTH AMERICA CORP,320 MT PLEASANT AVE,0714,Newark City,07108    ,RAO-A (Unrestricted Use)
394066,LINK COMMUNTIY SCHOOL,23 PENNSYLVANIA AVE,0714,Newark City,07114    ,RAO-A (Unrestricted Use)
14006,LINK INDUSTRIAL WAREHOUSE,2107 2143 MCCARTER HWY,0714,Newark City,71019    ,Known
8085,LINOS SERVICE STATION,36 S VALLEY RD,0722,West Orange Twp,070520000,RAO-A (Unrestricted Use)
26058,LION EXTRUDING CORP,106 RUTHERFORD ST,0714,Newark City,07105    ,LSRP Oversight
371308,LITTLE ANGELS CHRISTIAN MONTESSORI SCHOOL,304 S LIVINGSTON AVE,0710,Livingston Twp,07039    ,CCF Approved
427519,LITTLE ANGELS DAY CARE CENTER PROPOSED,825 829 CLINTON AVE,0714,Newark City,07108    ,CCF Approved
360316,LITTLE ANGELS NURSERY SCHOOL,188 WASHINGTON AVE,0716,Nutley Twp,07110    ,CCF Approved
378499,LITTLE HANDS & FEET LEARNING CENTER,415 417 BOYDEN AVE,0711,Maplewood Twp,07040    ,CCF Approved
228999,LITTLE IMAGE,1442 SPRINGFIELD AVE,0709,Irvington Twp,07111    ,RAO-A (Unrestricted Use)
381167,LITTLE LAMBS ACADEMY PROPOSED,60 66 PARK ST,0717,Orange City Twp,07050    ,Suspected
360314,LITTLE SCHOLAR,444 UNION AVE,0701,Belleville Twp,07109    ,CCF Approved
360319,LITTLE SMILES CHILDCARE,540 UNION AVE,0701,Belleville Twp,07109    ,CCF Approved
659915,LITTLE STAGES,14 S ORANGE AVE,0719,South Orange Village Twp,07079    ,LSRP Oversight
376726,LITTLE STAGES CORP,60 TAYLOR PL,0719,South Orange Village Twp,07079    ,Suspected
586370,LITTLE STAGES SOUTH ORANGE,179 IRVINGTON AVE,0719,South Orange Village Twp,07079    ,RAO-A (Unrestricted Use)
360317,LITTLE STARS CHILD CARE CENTER,16 ORANGE ST,0702,Bloomfield Twp,07003    ,CCF Approved
371673,LITTLE STEPPERS DAY CARE,103 N 17TH ST,0705,East Orange City,07017    ,Suspected
476507,LITTLE STREET & RAYMOND STREET UNKNOWN SOURCE,LITTLE ST & RAYMOND ST,0701,Belleville Twp,07109    ,Suspected
622446,LITTLETON AVENUE & CABINET STREET GROUND WATER CONTAMINATION,LITTLETON AVE & CABINET ST,0714,Newark City,07107    ,Known
594143,LIVINGSTON ASSISTED LIVING FACILITY,346 E CEDAR ST,0710,Livingston Twp,07039    ,LSRP Oversight
8897,LIVINGSTON AUTOBAHN SERVICE STATION,16 E NORTHFIELD RD,0710,Livingston Twp,07039    ,LSRP Oversight
190142,LIVINGSTON CLEANERS,114 S LIVINGSTON AVE,0710,Livingston Twp,07039    ,LSRP Oversight
64965,LIVINGSTON COMMUNITY HOSPITAL,204 HILLSIDE AVE,0710,Livingston Twp,07039    ,Suspected
613868,LIVINGSTON HOMES,112 BOYD ST,0714,Newark City,07108    ,LSRP Oversight
614256,LIVINGSTON HOMES,168 LIVINGSTON ST,0714,Newark City,07108    ,LSRP Oversight
8847,LIVINGSTON SHELL SERVICE STATION,37 MT PLEASANT AVE W,0710,Livingston Twp,07039    ,LSRP Oversight
360321,LIVINGSTONS LITTLE LEARNERS,105 E MCCLELLAN AVE,0710,Livingston Twp,07039    ,CCF Approved
8874,LIVINGSTON SUNOCO,247 S LIVINGSTON AVE,0710,Livingston Twp,070390000,RAO-A (Unrestricted Use)
49847,LIVINGSTON TWP BD OF ED MOUNT PLEASANT MIDDLE SCHOOL,11 BROADLAWN DR,0710,Livingston Twp,07039    ,LSRP Oversight
8844,LIVINGSTON TWP BD OF ED SR HIGH SCHOOL,30 ROBERT HARP DR,0710,Livingston Twp,07039    ,LSRP Oversight
8887,LIVINGSTON TWP BRENDAN TELVIN MEMORIAL FIELDS,101 OKNER PKWY,0710,Livingston Twp,07059    ,Known
688330,LIVINGSTON TWP CONGRESSIONAL WELLHOUSE,CONGRESSIONAL PKWY,0710,Livingston Twp,07039    ,RAO-A (Unrestricted Use)
58286,LIVINGSTON TWP DPW,CONGRESSIONAL PKWY,0710,Livingston Twp,07039    ,RAO-A (Unrestricted Use)
8883,LIVINGSTON TWP DPW GARAGE,235 S LIVINGSTON AVE,0710,Livingston Twp,07000    ,LSRP Oversight
8853,LIVINGSTON TWP DPW TREATMENT FACILITY WELL #8,MADISON CT,0710,Livingston Twp,07039    ,Source Identified
64421,LIVINGSTON TWP DPW WELL #4,WAHLER RD,0710,Livingston Twp,07039    ,Known
8843,LIVINGSTON TWP DPW WELLS #3 & #5,DORSA AVE,0710,Livingston Twp,07039    ,Source Identified
58025,LIVINGSTON TWP DPW WELLS #5 & #9,RT 10 & EISENHOWER PKWY,0710,Livingston Twp,07039    ,Source Identified
8882,LIVINGSTON TWP FIRE DEPT HDQTRS,62 S LIVINGSTON AVE,0710,Livingston Twp,08000    ,LSRP Oversight
8876,LIVINGSTON TWP MUNICIPAL & POLICE BUILDING,357 S LIVINGSTON AVE,0710,Livingston Twp,07039    ,LSRP Oversight
177770,LIVINGSTON TWP WATER DEPT WELL #11,LIVINGSTON AVE,0710,Livingston Twp,07039    ,Known
532381,LIVINGSTON TWP WELL #6,51 OLD RD,0710,Livingston Twp,07039    ,Known
216620,LLOYDS AUTO REPAIR,584 SCOTLAND RD,0717,Orange City Twp,07050    ,RAO-A (Unrestricted Use)
369187,LOCAL 617 SERVICE EMPLOYEES INTERNATIONAL,51 57 CENTRAL AVE,0714,Newark City,07102    ,LSRP Oversight
168314,LOGOCHEM INC,9 LAW DR,0707,Fairfield Twp,07004    ,RAO-A (Unrestricted Use)
229874,LOOKING GLASS CHILDRENS CENTER,16 BELLEVUE AVE,0702,Bloomfield Twp,07003    ,Suspected
577711,LORD SIGNS & PRINTING,158 ADAMS ST,0714,Newark City,07114    ,LSRP Oversight
71579,LORI LITECRAFT CO,17 23 NEW YORK AVE,0714,Newark City,07105    ,LSRP Oversight
49087,LOTUS REALTY INVESTMENT CO,249 S ARLINGTON AVE,0705,East Orange City,07018    ,Known
53858,LOTUS REALTY INVESTMENT CO FORMER,18 S MUNN AVE,0705,East Orange City,07018    ,LSRP Oversight
27655,LOURENCO SERVICE STATION,820 BLOOMFIELD AVE,0721,West Caldwell Twp,07006    ,LSRP Oversight
645043,LOVE 2 LEARN EARLY CHILDHOOD ACADEMY,20 NORTHFIELD AVE,0722,West Orange Twp,07052    ,LSRP Oversight
713262,LOVE 2 LEARN EARLY CHILDHOOD ACADEMY,100 NORTHFIELD AVE,0722,West Orange Twp,07052    ,RAO-Child Care Facility (Unrestricted Use)
518435,LOVE LAUGH LEARN ACADEMY CHILDCARE,601 POMPTON AVE,0704,Cedar Grove Twp,07009    ,LSRP Oversight
360322,LOVE & LEARN PRESCHOOLS,80 FRANKLIN ST,0701,Belleville Twp,07109    ,CCF Approved
66537,LOVICKS HOLINESS CHURCH,680 S 16TH ST,0714,Newark City,07103    ,Known
52398,LPS INDUSTRIES INC,113 N 13TH ST,0714,Newark City,07107    ,RAO-A (Unrestricted Use)
63843,LUCAS AEROSPACE,155 RT 46,0707,Fairfield Twp,07004    ,RAO-Entire Site (Limited Restricted Use)
661296,LUCKY HANDZ PROMOTIONS,1032 CLINTON AVE,0709,Irvington Twp,07111    ,LSRP Oversight
44582,LUCKY PLAZA BUILDING,290 FERRY ST,0714,Newark City,07104    ,RAO-ISRA Entire Site (Restricted Use)
124496,LUCYS DINER,467 BLOOMFIELD AVE,0720,Verona Twp,07044    ,RAO-A (Unrestricted Use)
9048,LUKOIL SERVICE STATION #57202,544 WILLIAM ST,0705,East Orange City,07018    ,LSRP Oversight
8225,LUKOIL SERVICE STATION #57232,62 68 CENTRAL AVE,0717,Orange City Twp,07050    ,LSRP Oversight
9330,LUKOIL SERVICE STATION #57233,389 FRANKLIN AVE,0701,Belleville Twp,07109    ,RAO-A (Limited Restricted Use)
8740,LUKOIL SERVICE STATION #57285,632 VALLEY RD,0713,Montclair Twp,07043    ,RAO-A (Limited Restricted Use)
8551,LUKOIL SERVICE STATION #57298,1086 MCCARTER HWY,0714,Newark City,07102    ,RAO-A (Limited Restricted Use)
9103,LUKOIL SERVICE STATION #57347,100 CENTRAL AVE,0705,East Orange City,07018    ,LSRP Oversight
8122,LUKOIL SERVICE STATION #57348,645 654 EAGLE ROCK AVE,0722,West Orange Twp,07052    ,RAO-A (Limited Restricted Use)
8214,LUKOIL SERVICE STATION #57350,525 EAGLE ROCK AVE,0718,Roseland Boro,07068    ,RAO-A (Limited Restricted Use)
9205,LUKOIL SERVICE STATION #57728,1414 BROAD ST,0702,Bloomfield Twp,07003    ,RAO-A (Limited Restricted Use)
9198,LUMMUS TECHNOLOGY INC,1515 BROAD ST,0702,Bloomfield Twp,07003    ,RAO-A (Limited Restricted Use)
743098,LUNG HOM KOON CHINESE FORMER COLOCATION,PARK ST,0717,Orange City Twp,07017    ,Suspected
52794,LUSITANIA SAVINGS BANK,107 PULASKI ST ,0714,Newark City,07015    ,RAO-A (Limited Restricted Use)
43842,L VITILLO INC,32 REVEREND ROBERTS PL,0716,Nutley Twp,07110    ,Known
8278,LYCORED CORP,377 CRANE ST,0717,Orange City Twp,070510759,LSRP Oversight
8300,MAACO AUTO PAINTING & BODYWORKS,46 CENTRAL AVE,0717,Orange City Twp,07050    ,LSRP Oversight
63836,MACARTHUR PETROLEUM & SOLVENT CO INC,123 129 RIVERSIDE AVE,0714,Newark City,07199    ,LSRP Oversight
51430,MACYS DEPT STORE,8 FRANKLIN ST,0702,Bloomfield Twp,07003    ,LSRP Oversight
735442,MADISON INVESTORS,343 351 SOUTH ST,0714,Newark City,07105    ,LSRP Oversight
360324,MAGIC COTTAGE,393 WASHINGTON AVE,0701,Belleville Twp,07109    ,Suspected
53723,MAGLEYS IRVINGTON GARAGE INC,360 366 UNION AVE,0709,Irvington Twp,07111    ,RAO-A (Unrestricted Use)
25234,MAHDIS GETTY SERVICE STATION,10 S 13TH ST,0714,Newark City,07103    ,LSRP Oversight
626900,MAIN STREET & LLEWELLYN AVENUE GROUND WATER CONTAMINATION,MAIN ST & LLEWELLYN AVE,0722,West Orange Twp,07052    ,Known
627113,MAIN STREET & SHEPARD TERRACE GROUND WATER CONTAMINATION,MAIN ST & SHEPARD TER,0722,West Orange Twp,07631    ,Known
8587,MANHATTAN LAUNDRIES INC LAUNDRY LEASING SERVICES,50 64 GOULD AVE,0714,Newark City,07107    ,RAO-A (Restricted Use)
37320,MANISCHEWITZ CO,62 90 AVE K,0714,Newark City,07105    ,LSRP Oversight
8528,MANNYS EXXON SERVICE STATION,536 MARKET ST,0714,Newark City,07105    ,LSRP Oversight
8714,MANOPCO INC,207 215 AVE L,0714,Newark City,07105    ,LSRP Oversight
33157,MAPLE AUTO SUPPLY,919 STUYVESANT AVE,0709,Irvington Twp,07111    ,RAO-A (Unrestricted Use)
218582,MAPLECREST SHELTER HOUSE @ MAPLECREST PARK,TUSCAN RD & SPRINGFIELD AVE,0711,Maplewood Twp,07040    ,Known
186910,MAPLEWOOD APARTMENTS,187 189 MAPLEWOOD AVE,0711,Maplewood Twp,07040    ,LSRP Oversight
55548,MAPLEWOOD GARAGE INC,79 DUNNELL RD,0711,Maplewood Twp,07040    ,LSRP Oversight
164589,MAPLEWOOD HILTON BRANCH LIBRARY,1668 SPRINGFIELD AVE,0711,Maplewood Twp,07040    ,RAO-A (Unrestricted Use)
8823,MAPLEWOOD SHELL SERVICE STATION,490 494 VALLEY ST,0711,Maplewood Twp,07040    ,RAO-A (Limited Restricted Use)
387328,MAPLEWOOD TIRE & CAR CARE CENTER INC,1659 SPRINGFIELD AVE,0711,Maplewood Twp,07040    ,LSRP Oversight
55892,MAPLEWOOD TWP DPW,359 BOYDEN AVE,0711,Maplewood Twp,07040    ,LSRP Oversight
49875,MAPLEWOOD TWP POLICE DEPT HDQTRS,125 DUNNELL RD,0711,Maplewood Twp,07040    ,LSRP Oversight
8965,MAQUET GETINGE GROUP,15 LAW DR,0707,Fairfield Twp,070060700,RAO-ISRA Entire Site (Unrestricted Use)
182690,MARANGE PRINTING INC,83 87 VALLEY ST,0701,Belleville Twp,07109    ,Known
29235,MARCHEM NORTHEAST INC,84 WAYDELL ST,0714,Newark City,07105    ,LSRP Oversight
390922,MARIA VARISCO ROGERS CHARTER SCHOOL PROPOSED,18 HELLER PKWY ,0714,Newark City,07104    ,LSRP Oversight
750724,MARINE CLEANERS FORMER COLOCATION,NIAGARA ST,0714,Newark City,07105    ,Suspected
363431,MARION P THOMAS CHARTER SCHOOL,344 358 S 7TH ST,0714,Newark City,07103    ,Suspected
8824,MARIOS EXXON SERVICE STATION #31799,744 752 IRVINGTON AVE,0711,Maplewood Twp,07040    ,RAO-A (Unrestricted Use)
153096,MARRIOTT SPRINGHILL SUITES,652 HAYNES AVE,0714,Newark City,07114    ,CEA Established (Limited Restricted Use)
76473,MARTIN DENNIS CO,859 SUMMER AVE,0714,Newark City,07104    ,Verified Unknown Source
64741,MARTIN LUTHER KING BOULEVARD LOT,MARTIN LUTHER KING BLVD,0714,Newark City,07199    ,Suspected
64780,MARTIN LUTHER KING BOULEVARD & ORANGE STREET SOUTH,MARTIN LUTHER KING BLVD & ORANGE ST S,0714,Newark City,07199    ,Suspected
57057,MARTINS AUTO BODY SHOP,497 499 BERGEN ST,0714,Newark City,07108    ,LSRP Oversight
64406,MARVE DEVELOPMENT CORP,251 GROVE AVE ,0720,Verona Twp,07044    ,LSRP Oversight
