Site ID,Current Site Name,Line1 Address,Comu ,Site Municipality,Zip Code ,Contamination
571316,PSE&G TRANSFORMER ,8 PUTNAM RD,0710,Livingston Twp,07039    ,RAO-A (Unrestricted Use)
571489,PSE&G TRANSFORMER ,799 BLOOMFIELD AVE,0720,Verona Twp,07044    ,RAO-A (Unrestricted Use)
599066,PSE&G TRANSFORMER  ,8100 TOWN CENTER WAY ,0710,Livingston Twp,07039    ,RAO-A (Unrestricted Use)
607057,PSE&G TRANSFORMER @ 225 GROVE ROAD,225 GROVE RD ,0719,South Orange Village Twp,07079    ,RAO-A (Unrestricted Use)
599733,PSE&G TRANSFORMER @ 35 MOUNTAIN AVENUE,35 MOUNTAIN AVE,0722,West Orange Twp,07052    ,RAO-A (Unrestricted Use)
605080,PSE&G TRANSFORMER @ 450 ROUTE 1/9,428 450 CARNEGIE AVE,0714,Newark City,07114    ,RAO-A (Unrestricted Use)
616100,PSE&G TRANSFORMER IFO 23 BROOKSIDE PLACE,23 BROOKSIDE PL,0710,Livingston Twp,07039    ,RAO-A (Unrestricted Use)
626711,PSE&G TRANSFORMER NEAR 18 CHERI LANE,18 CHERI LN,0707,Fairfield Twp,07004    ,RAO-A (Unrestricted Use)
634324,PSEG TRANSFORMER SPILL NEAR 17 THORNTON STREET,17 THORNTON ST,0702,Bloomfield Twp,07003    ,RAO-A (Unrestricted Use)
653075,PSE&G WASHINGTON STREET MANHOLE & ELECTRIC CONDUIT INSTALLATION,WASHINGTON ST,0714,Newark City,07102    ,No SRP Oversight Required
45752,PSE&G WEST ORANGE SWITCHING STATION,325 MT PLEASANT AVE,0722,West Orange Twp,07052    ,RAO-A (Unrestricted Use)
65841,PUDER HALL,345 PROSPECT AVE,0705,East Orange City,07019    ,Suspected
63809,PULASKI SKYWAY,BROAD ST,0714,Newark City,07101    ,Suspected
383661,PYRAMID 2 PROPOSED,33 WASHINGTON ST,0714,Newark City,07012    ,CCF Approved
358316,PYRAMID ACADEMY PRESCHOOL ,67 S CLINTON ST,0705,East Orange City,07018    ,LSRP Oversight
9267,PYRAMID SERVICE STATION,127 BELLEVILLE AVE,0701,Belleville Twp,07109    ,LSRP Oversight
19172,Q PAK CORP,2145 MCCARTER HWY,0714,Newark City,07101    ,LSRP Oversight
53596,QUALITY JANITORIAL SERVICE,76 S 20TH ST,0709,Irvington Twp,07111    ,LSRP Oversight
219345,QUEEN OF ANGLES SCHOOL,42 44 IRVINE TURNER BLVD,0714,Newark City,07103    ,RAO-A (Limited Restricted Use)
360382,QUEST INK,28 IRVINE TURNER BLVD,0714,Newark City,07103    ,Suspected
15443,QUICK ON THE WAY SERVICE STATION,1 BLOOMFIELD AVE,0715,North Caldwell Boro,07006    ,LSRP Oversight
382152,QUILTS CHILD DEVELOPMENT CENTER PROPOSED,299 BLOOMFIELD AVE,0702,Bloomfield Twp,07003    ,Suspected
470728,RACE STREET & WEST STREET GROUNDWATER CONTAMINATION,RACE ST & WEST ST,0702,Bloomfield Twp,07003    ,Known
8871,RACEWAY LIVINGSTON SOUTH ORANGE SERVICE STATION,266 S ORANGE AVE,0710,Livingston Twp,07039    ,RAO-A (Limited Restricted Use)
18005,RADIANT PROPERTY MANAGMENT,378 404 STUYVESANT AVE,0709,Irvington Twp,07111    ,No SRP Oversight Required
231270,RAILS CO,101 103 NEWARK WAY,0711,Maplewood Twp,07040    ,Known
360383,RAINBOW CHILD CARE CENTER,144 EAGLE ROCK AVE,0718,Roseland Boro,07068    ,CCF Approved
257924,RAINBOW LAND LEARNING CENTER,517 MARKET ST,0714,Newark City,07105    ,CCF Approved
367141,RAINBOW LAND LEARNING CENTER,67 77 SOMME ST,0714,Newark City,07105    ,Suspected
729759,RAINBOW LAND LEARNING CENTER,115 129 GOTTHART ST,0714,Newark City,07105    ,RAO-Entire Site (Restricted Use)
487868,RAINBOW MONTESSORI ,1293 BROAD ST,0702,Bloomfield Twp,07003    ,RAO-A (Unrestricted Use)
414679,RALF ASHLAND URBAN RENEWAL,7 ASHLAND ST,0703,Caldwell Boro,07006    ,RAO-A (Unrestricted Use)
467089,RALPH AVENUE GROUNDWATER CONTAMINATION,RALPH AVE,0701,Belleville Twp,07109    ,Suspected
8542,RAN SERVICE STATION INC,149 MEEKER AVE,0714,Newark City,07114    ,Verified Unknown Source
8471,RAVEN RUBBER CORP,237 243 SOUTH ST,0714,Newark City,07114    ,LSRP Oversight
8495,RAYMOND FUEL,303 RAYMOND BLVD,0714,Newark City,07105    ,RAO-A (Unrestricted Use)
750751,RAYMOND HAROLD R DRY CLEANER FORMER COLOCATION,9TH AVE,0714,Newark City,07107    ,Suspected
634588,RAYMOND INDUSTRIAL PARK COMMON AREAS,19 21 LIBELLA CT,0714,Newark City,07105    ,LSRP Oversight
735974,RAYS LAUNDRY FORMER COLOCATION,LEXINGTON AVE,0713,Montclair Twp,070424502,Known
23177,RDC TIRE CENTER,391 CENTRAL AVE,0705,East Orange City,07011    ,RAO-A (Limited Restricted Use)
18219,RD WIRE TECHNOLOGIES CORP,125 NEW DUTCH LN,0707,Fairfield Twp,07004    ,RAO-ISRA Entire Site (Limited Restricted Use)
25340,RECO NELSON INC,248 THOMAS ST,0714,Newark City,07114    ,RAO-Entire Site (Unrestricted Use)
378503,RED CARPET KIDS CHILD CARE ,131 FRANKLIN ST,0702,Bloomfield Twp,07003    ,LSRP Oversight
360384,REDEEMER LUTHERAN PRE SCHOOL CENTER,664 BROADWAY,0714,Newark City,07104    ,CCF Approved
8406,REICH ELECTRIC MOTOR INC,100 POLK ST,0714,Newark City,07105    ,RAO-Entire Site (Unrestricted Use)
14936,REICHHOLD INC,400 DOREMUS AVE,0714,Newark City,07105    ,LSRP Oversight
8733,RELIABLE CLEANERS,123 WATCHUNG AVE,0713,Montclair Twp,07042    ,LSRP Oversight
71709,RELIABLE UPHOLSTERY INC,77 79 WASHINGTON ST,0702,Bloomfield Twp,07003    ,LSRP Oversight
434677,RENAISSANCE CHURCH OF NEWARK,392 400 7TH AVE,0714,Newark City,07107    ,RAO-Entire Site (Unrestricted Use)
360385,RENAISSANCE LEARNING CENTER,35 HALSEY ST,0714,Newark City,07102    ,CCF Approved
194231,RENAISSANCE @ WEST ORANGE,200 PLEASANT VALLEY WAY,0722,West Orange Twp,07052    ,LSRP Oversight
497138,RESIDENTIAL PROPERTIES @ 20 68 MANUFACTURERS PLACE,20 68 MANUFACTURER PL,0714,Newark City,07105    ,Known
8939,RESONTIC DELAWARE VALLEY INC,84 98 COIT ST,0709,Irvington Twp,071110000,LSRP Oversight
360311,RETAIL BUILDING @ 310 MAIN STREET,310 MAIN ST,0722,West Orange Twp,07052    ,Suspected
126360,RETS INSTITUTE,103 PARK AVE,0716,Nutley Twp,07110    ,LSRP Oversight
19379,REUTHER ENGINEERING & MACHINE CO INC,126 14TH ST S,0714,Newark City,07107    ,RAO-ISRA Entire Site (Restricted Use)
8931,REVLON CONSUMER PRODUCTS CORP,196 199 COIT ST,0709,Irvington Twp,07111    ,Known
603671,REVLON CONSUMER PRODUCTS CORP,176 178 COIT ST,0709,Irvington Twp,07111    ,Known
55567,REXON TECHNOLOGY CORP FORMER,8 AUDREY PL,0707,Fairfield Twp,07006    ,LSRP Oversight
20898,RG SMITH TOOL & MFG CO,245 SOUTH ST,0714,Newark City,07101    ,Suspected
22813,R HORIZON CORP,38 60 BLANCHARD ST,0714,Newark City,07105    ,Known
189903,RICCIARDI CO,641 TREMONT AVE,0717,Orange City Twp,07050    ,LSRP Oversight
64155,RICHARD FERNANDEZ CO,20 KENT ST,0714,Newark City,07199    ,LSRP Oversight
8158,RICHARDS INDUSTRIES SYSTEMS @ WEST CALDWELL IND VILLAGE,4 FAIRFIELD CRESCENT,0721,West Caldwell Twp,070066205,RAO-ISRA Entire Site (Unrestricted Use)
8828,RICHARDS SERVICE STATION,1459 SPRINGFIELD AVE,0711,Maplewood Twp,070400000,LSRP Oversight
9253,RICHIES AUTO BODY,53 WASHINGTON AVE,0701,Belleville Twp,07109    ,RAO-A (Unrestricted Use)
56859,RIDGE TIRE & AUTO,109 115 S ORANGE AVE W,0719,South Orange Village Twp,07079    ,LSRP Oversight
726801,RIGAN REALTY INC,24 PIER LN W,0707,Fairfield Twp,07004    ,LSRP Oversight
734249,RISE LIVING,700 708 S 17TH ST,0714,Newark City,07103    ,RAO-Entire Site (Unrestricted Use)
578349,RISE & SHINE CHILD CARE ACADEMY,25 JACOB ST,0714,Newark City,07103    ,RAO-A (Unrestricted Use)
358071,RISE & SHINE CHILDCARE PROPOSED,1340 1344 SPRINGFIELD AVE,0709,Irvington Twp,07111    ,Known
721132,RISING STAR LEARNING CENTER,1148 SPRINGFIELD AVE,0709,Irvington Twp,07111    ,LSRP Oversight
360386,RISING STAR LEARNING CENTER INC,126 LYONS AVE,0714,Newark City,07112    ,Suspected
360387,RISING SUN ACADEMY,535 MARTIN LUTHER KING BLVD,0714,Newark City,07102    ,CCF Approved
360388,RISING SUN ACADEMY,1146 CLINTON AVE,0709,Irvington Twp,07111    ,Suspected
424609,RISING SUN DAYCARE PROPOSED,695 SCOTLAND RD,0717,Orange City Twp,07050    ,CCF Approved
57000,RITEWAY AIRPORT PARKING,484 512 CARNEGIE AVE,0714,Newark City,07114    ,RAO-Entire Site (Restricted Use)
409610,RIVERSIDE AVENUE SITE,RIVERSIDE AVE,0714,Newark City,07104    ,EPA Removal Action Complete
65188,RIVERSIDE COMMUNITY CHURCH,50 UNION AVE,0716,Nutley Twp,07110    ,CCF Approved
407586,RIVERSIDE INDUSTRIAL PARK,1682 1728 MCCARTER HWY R,0714,Newark City,07104    ,Known
33180,RIVERVIEW COURT APARTMENTS,65 RIVER RD,0716,Nutley Twp,07110    ,Known
19038,RIVIERA HOTEL,165 169 CLINTON AVE,0714,Newark City,07108    ,RAO-A (Restricted Use)
60900,RJB METAL FINISHING INC,169 181 CHRISTIE ST,0714,Newark City,07105    ,LSRP Oversight
64170,ROADWAY EXPRESS INC,19 DANIEL RD E,0707,Fairfield Twp,07006    ,Suspected
63811,ROANOKE AVENUE,ROANOKE AVE,0714,Newark City,07101    ,LSRP Oversight
750127,ROANOKE AVENUE & FOUNDRY STREET GROUNDWATER CONTAMINATION,ROANOKE AVE & FOUNDRY ST,0714,Newark City,07105    ,Known
360389,ROBERT F APREA CENTER HEAD START,25 S MUNN AVE,0705,East Orange City,07018    ,CCF Approved
14930,ROBERTO CLEMENTE ELEMENTARY SCHOOL,257 SUMMER AVE,0714,Newark City,07104    ,Withdrawn
412148,ROBERT TREAT ACADEMY CHARTER SCHOOL,443 463 CLIFTON AVE,0714,Newark City,07104    ,LSRP Oversight
610372,ROBERT TREAT ACADEMY CHARTER SCHOOL,180 WILLIAM ST,0714,Newark City,07103    ,LSRP Oversight
8509,ROBERT TREAT HOTEL,50 PARK PL,0714,Newark City,07102    ,Suspected
9337,ROCHE DIAGNOSTIC SYSTEMS INC MOLECULAR SYSTEMS DIV,11 FRANKLIN AVE,0701,Belleville Twp,07109    ,RAO-ISRA Entire Site (Restricted Use)
8140,ROCKLAND CHEMICAL CO INC,686 PASSAIC AVE,0721,West Caldwell Twp,070060809,LSRP Oversight
35581,ROCK SPRING COUNTRY CLUB,78 ROCK SPRING RD,0722,West Orange Twp,07052    ,Known
750228,ROCKY THE TAILOR FORMER COLOCATION,16TH AVE,0714,Newark City,07103    ,Suspected
63821,ROEBLING STEEL & WIRE CORP,550 BROAD ST,0714,Newark City,07101    ,Suspected
18611,ROLOC FILM PROCESSING INC @ RIVERSIDE IND PK,29 RIVERSIDE AVE,0714,Newark City,07104    ,Suspected
750752,ROMA CLEANERS & DRYERS FORMER COLOCATION,GARSIDE ST,0714,Newark City,07104    ,Suspected
41909,ROMAN ASPHALT CORP,14 OGDEN ST,0714,Newark City,071040000,RAO-A (Unrestricted Use)
8340,RONSON METALS CORP,45 65 MANUFACTURERS PL,0714,Newark City,07105    ,Known
658477,ROOSEVELT AVENUE GROUND WATER CONTAMINATION,ROOSEVELT AVE,0701,Belleville Twp,07109    ,Known
415481,ROSAS DAYCARE CENTER PROPOSED,393 395 ROSEVILLE AVE,0714,Newark City,07107    ,Suspected
8380,ROSE COLOR INC FORMER,170 BLANCHARD ST FORMER,0714,Newark City,07105    ,Deed Notice Terminated
8219,ROSELAND BORO DPW,300 EAGLE ROCK AVE,0718,Roseland Boro,07068    ,RAO-A (Unrestricted Use)
64108,ROSELAND BORO GROUNDWATER CONTAMINATION,EISENHOWER PKWY & HARRISON AVE,0718,Roseland Boro,07068    ,Known
8216,ROSELAND SHELL SERVICE STATION,168 EAGLE ROCK AVE,0718,Roseland Boro,07068    ,LSRP Oversight
33472,ROSEMOUNT ANALYTICAL INC,89 COMMERCE RD,0704,Cedar Grove Twp,07009    ,LSRP Oversight
733271,ROSE PRODUCTIONS STUDIO,86 OVERLOOK AVE,0701,Belleville Twp,07109    ,LSRP Oversight
532960,ROSEVILLE COMMUNITY CHARTER SCHOOL,540 546 ORANGE ST,0714,Newark City,07107    ,No SRP Oversight Required
59227,ROSEVILLE PRESBYTERIAN CHURCH,36 ROSEVILLE AVE,0714,Newark City,07107    ,RAO-A (Unrestricted Use)
257292,ROUTE 1/9 & HAYNES AVENUE BRIDGES,RT 1/9 & HAYNES AVE,0714,Newark City,07111    ,LSRP Oversight
65739,ROUTE 24 MILE MARKER 8.5,RT 24 MM 8.5,0712,Millburn Twp,07041    ,Suspected
64972,ROUTE 24 & MILLBURN AVENUE,RT 24 & MILLBURN AVE,0712,Millburn Twp,07041    ,Suspected
728630,ROUTE 280 WB RAMP OVER 1ST & ORANGE STREETS,1ST ST & ORANGE ST,0714,Newark City,07107    ,LSRP Oversight
86488,ROUTE 46 & LITTLE FALLS ROAD GROUNDWATER CONTAMINATION,RT 46 & LITTLE FALLS RD,0707,Fairfield Twp,07006    ,Known
750815,ROXY CLEANERS FORMER COLOCATION,18TH AVE,0714,Newark City,07103    ,Suspected
15974,ROYAL ADHESIVES & SEALANTS,80 WHEELER POINT RD,0714,Newark City,07105    ,Known
17842,ROYAL CLEANERS @ GLENWOOD PLAZA,250 GLENWOOD AVE,0702,Bloomfield Twp,07003    ,Known
379317,ROYAL RECOVERY FORMER,43 57 CLIFTON ST,0714,Newark City,07108    ,LSRP Oversight
65852,R&R AUTO,466 CENTRAL AVE,0717,Orange City Twp,07052    ,Suspected
144678,RR DONNELLEY & SONS CO @ WEST ESSEX IND PK,5 HENDERSON DR,0721,West Caldwell Twp,07006    ,Known
8283,R&R GAS SERVICE STATION,688 FRANKLIN AVE,0716,Nutley Twp,07110    ,RAO-Entire Site (Unrestricted Use)
28136,R&R MARKETING @ ESSEX PASSAIC IND PK,10 PATTON DR,0721,West Caldwell Twp,07077    ,No SRP Oversight Required
46388,R&S STRAUSS #7,26 48 BLOOMFIELD AVE,0702,Bloomfield Twp,07003    ,Suspected
64390,RUBBER DERIVEX PRODUCTS INC,401 JEFFERSON ST,0714,Newark City,07114    ,Suspected
9002,RUBBER & SILICONE PRODUCTS CO INC,17 MONTESANO RD,0707,Fairfield Twp,07004    ,RAO-ISRA Entire Site (Unrestricted Use)
8937,RUGER CHEMICAL CO INC,71 89 CORDIER ST,0709,Irvington Twp,07111    ,LSRP Oversight
86974,RUNIAK AVENUE SUBSTATION,RUNIAK AVE MM 12,0714,Newark City,07199    ,Suspected
689373,RUSSO BROAD STREET NEWARK MIXED USE PROJECT,"349-377, 379-397 Broad Street",0714,Newark City,07102    ,RAO-Entire Site (Restricted Use)
745831,RUTGERS ADMIN BLDG,75 12TH AVE,0714,Newark City,07107    ,LSRP Oversight
745832,RUTGERS ADMIN BLDG BLOCK 1802,75 12TH AVE,0714,Newark City,07107    ,Known
407282,RUTGERS NEWARK DAYCARE FACILITY PROPOSED,75 HALSEY ST,0714,Newark City,07102    ,CCF Approved
65869,RUTGERS STREET & WASHINGTON AVENUE,RUTGERS ST & WASHINGTON AVE,0701,Belleville Twp,08721    ,Suspected
529893,RUTGERS THE STATE UNIVERSITY,125 181 S ORANGE AVE,0714,Newark City,07103    ,LSRP Oversight
47200,RUTGERS THE STATE UNIVERSITY OF NJ-RBHS,30 BERGEN ST,0714,Newark City,07101    ,RAO-A (Unrestricted Use)
74601,RUTGERS UNIVERSITY INTERNATIONAL CENTER FOR PUBLIC HEALTH,225 WARREN ST,0714,Newark City,07105    ,Deed Notice Terminated
42024,RYAN BUS SERVICE,910 914 BROADWAY,0714,Newark City,071040000,LSRP Oversight
23218,SACCO SALES SERVICE INC,9 15 VERONA AVE,0714,Newark City,07104    ,LSRP Oversight
8549,SAFER HOLDING CORP,1875 MCCARTER HWY,0714,Newark City,07104    ,LSRP Oversight
57760,SAINTIL INC,223 SANFORD ST,0705,East Orange City,07019    ,LSRP Oversight
717094,SAINT ROSE OF LIMA CHURCH,532 538 ORANGE ST,0714,Newark City,07107    ,RAO-A (Unrestricted Use)
8926,SAL CLEANERS INC,50 GRACE ST,0709,Irvington Twp,07111    ,RAO-A (Unrestricted Use)
382768,SALEM SEVENTH DAY ADVENTIST CHURCH FORMER,229 233 235 249 HALSEY ST,0714,Newark City,07102    ,RAO-Entire Site (Restricted Use)
12888,SALERNOS AUTO SERVICE,157 HOFFMAN BLVD,0705,East Orange City,07018    ,LSRP Oversight
8494,SALZANO SERVICE CENTER,242 RAYMOND BLVD,0714,Newark City,07105    ,RAO-A (Unrestricted Use)
322778,SAMM SOUND DIST INC,1104 BLOOMFIELD AVE,0721,West Caldwell Twp,07006    ,RAO-A (Unrestricted Use)
750828,SAMPLE CATHERINE MRS DRY CLEANERS FORMER COLOCATION,12TH AVE,0714,Newark City,07107    ,Suspected
22458,SAMS AUTO REPAIR,874 BROADWAY,0714,Newark City,07101    ,Verified Unknown Source
44067,SAMS GARAGE INC,118 WATCHUNG AVE,0713,Montclair Twp,070430000,LSRP Oversight
360401,SANDY LANE NURSERY SCHOOL,634 MILL ST,0701,Belleville Twp,07109    ,LSRP Oversight
743115,SANDYS CLEANERS FORMER COLOCATION,FRANKLIN AVE,0722,West Orange Twp,07052    ,Suspected
8669,SANTELL LINEN SUPPLY INC,142 CLIFFORD ST,0714,Newark City,07105    ,RAO-A (Unrestricted Use)
374863,SANTOS LIMOUSINE TRANSPORTATION CO INC ,120 MAGAZINE ST,0714,Newark City,07105    ,RAO-A (Unrestricted Use)
22167,SARAH WARD NURSERY,27 JAY ST,0714,Newark City,07103    ,CCF Approved
22168,SARAH WARD NURSERY CORP,406 SANDFORD AVE,0714,Newark City,07103    ,CCF Approved
25766,SATURN ENGINEERING CORP,10 MAIN ST,0714,Newark City,07103    ,RAO-A (Restricted Use)
21428,SCHERING CORP,104 ORANGE ST,0702,Bloomfield Twp,07003    ,RAO-A (Restricted Use)
8550,SCHIFFENHAUS PACKAGING CORP,2013 MCCARTER HWY,0714,Newark City,07104    ,LSRP Oversight
74602,SCIENCE VENTURE INC,126 NORFOLK ST,0714,Newark City,07105    ,Known
645085,SCOTLAND ROAD & CODNER STREET GROUND WATER CONTAMINATION ,SCOTLAND RD & CODNER ST,0717,Orange City Twp,07050    ,Known
629983,SCOTLAND ROAD & JOYCE STREET GW CONTAMINATION,SCOTLAND RD & JOYCE ST,0717,Orange City Twp,07050    ,Known
53906,SDV ASSOC,71 WALNUT ST,0713,Montclair Twp,07042    ,RAO-A (Unrestricted Use)
16039,SEAGAS SERVICE STATION,349 361 RAYMOND BLVD,0714,Newark City,07105    ,LSRP Oversight
94950,SEARS ROEBUCK & CO AUTO CENTER @ LIVINGSTON MALL,112 EISENHOWER PKWY,0710,Livingston Twp,07039    ,Suspected
8909,SEGEARS AMOCO SERVICE STATION,943 STUYVESANT AVE,0709,Irvington Twp,07111    ,LSRP Oversight
646320,SEICKEL REALTY ASSOCIATES,348 362 ELIZABETH AVE,0714,Newark City,07112    ,LSRP Oversight
21396,SEIDLER CHEMICAL SUPPLY CO INC,537 RAYMOND BLVD,0714,Newark City,07105    ,RAO-A (Unrestricted Use)
695309,SEI FAIRFIELD WAREHOUSE BUILDING,10 EVANS ST,0707,Fairfield Twp,07004    ,RAO-Entire Site (Unrestricted Use)
54535,SELECT TOWING SERVICES,32 ASHLAND AVE,0722,West Orange Twp,07052    ,RAO-Entire Site (Restricted Use)
27427,SENSOR SCIENTIFIC,6 KINGSBRIDGE RD,0707,Fairfield Twp,07004    ,Suspected
8369,SERAL INC,29 BLOOMFIELD AVE,0714,Newark City,07104    ,LSRP Oversight
440505,SERVICE STATION FORMER,520 525 FERRY ST,0714,Newark City,07105    ,RAO-A (Unrestricted Use)
65598,SERVICE STATION NEWARK CITY,1037 1047 BERGEN ST,0714,Newark City,07110    ,LSRP Oversight
65599,SERVICE STATION NEWARK CITY,132 138 W KINNEY ST,0714,Newark City,07110    ,LSRP Oversight
163852,SERVICE STATION NEWARK CITY ABANDONED,438 448 MARKET ST,0714,Newark City,07105    ,LSRP Oversight
9127,SERVOMETER CORP,501 LITTLE FALLS RD,0704,Cedar Grove Twp,070090000,LSRP Oversight
14915,SETON CO LEATHER DIV,849 BROADWAY,0714,Newark City,07104    ,LSRP Oversight
8248,SEVEN OAKS VILLAGE CONDOMINIUMS,500 S CENTER ST,0717,Orange City Twp,07050    ,Suspected
468348,SHALOM COMMUNITY DAYCARE CENTER PROPOSED,636 638 BERGEN ST,0714,Newark City,07108    ,RAO-Entire Site (Unrestricted Use)
8660,SHALOM TOWERS,75 95 CLINTON AVE,0714,Newark City,07114    ,Verified Unknown Source
472312,SHAMROCK TECHNOLOGIES INC,441 447 JEFFERSON ST,0714,Newark City,071142888,LSRP Oversight
182742,SHANKS CONVERTING EQUIPMENT,39 AVE A,0714,Newark City,07114    ,Known
8250,SHELL,528 MAIN ST,0717,Orange City Twp,07050    ,RAO-A (Limited Restricted Use)
8915,SHELL MART SERVICE STATION,681 LYONS AVE,0709,Irvington Twp,07111    ,RAO-A (Unrestricted Use)
14931,SHELL OIL PRODUCTS US,909 DELANCEY ST,0714,Newark City,07105    ,LSRP Oversight
46825,SHELL SERVICE STATION,354 AVON AVE,0714,Newark City,07114    ,LSRP Oversight
9269,SHELL SERVICE STATION #138294,735 BELLEVILLE AVE,0701,Belleville Twp,07109    ,RAO-A (Unrestricted Use)
9230,SHELL SERVICE STATION #138295,156 BELLEVILLE AVE,0701,Belleville Twp,07109    ,LSRP Oversight
9104,SHELL SERVICE STATION #138337,180 CENTRAL AVE,0705,East Orange City,07018    ,RAO-A (Limited Restricted Use)
8943,SHELL SERVICE STATION #138381,1173 CLINTON AVE,0709,Irvington Twp,07111    ,LSRP Oversight
8820,SHELL SERVICE STATION #138417,1609 1619 SPRINGFIELD AVE,0711,Maplewood Twp,07040    ,LSRP Oversight
8464,SHELL SERVICE STATION #138446,526 BLOOMFIELD AVE,0714,Newark City,07101    ,RAO-A (Limited Restricted Use)
8532,SHELL SERVICE STATION #138448,972 S ORANGE AVE,0714,Newark City,07106    ,LSRP Oversight
8455,SHELL SERVICE STATION #138449,268 274 HELLER PKWY,0714,Newark City,07106    ,RAO-A (Unrestricted Use)
8541,SHELL SERVICE STATION #138450,725 735 S ORANGE AVE,0714,Newark City,07106    ,RAO-A (Limited Restricted Use)
8367,SHELL SERVICE STATION #138459,203 DARLING AVE,0716,Nutley Twp,07110    ,LSRP Oversight
8858,SHELL SERVICE STATION #45450108,527 MT PLEASANT AVE W,0710,Livingston Twp,07039    ,RAO-Entire Site (Limited Restricted Use)
8547,SHELL SERVICE STATION #58550901,1434 MCCARTER HWY,0714,Newark City,07104    ,RAO-A (Unrestricted Use)
73063,SHENANIGANS,18 LAKESIDE AVE,0722,West Orange Twp,07052    ,Inactive
766688,SHEPARD AVENUE & CENTRAL AVENUE GROUNDWATER CONTAMINATION,SHEPARD AVE & CENTRAL AVE,0705,East Orange City,07018    ,Known
360405,SHILOH RAINBOW ACADEMY INC,110 DAVENPORT AVE,0714,Newark City,07107    ,CCF Approved
360406,SHILOH RAINBOW ACADEMY INC,99 DAVENPORT AVE,0714,Newark City,07107    ,CCF Approved
360407,SHILOH RAINBOW ACADEMY INC,565 N 11TH ST,0714,Newark City,07107    ,CCF Approved
360409,SHOMREI EMUNAH PRESCHOOL,67 PARK ST,0713,Montclair Twp,07042    ,CCF Approved
52275,SHOPPING CENTER @ 510 516 VALLEY ROAD,510 516 VALLEY RD,0713,Montclair Twp,07042    ,RAO-A (Restricted Use)
30788,SHOPPING CENTER @ 727 FRELINGHUYSEN AVENUE,727 FRELINGHUYSEN AVE,0714,Newark City,07114    ,RAO-Entire Site (Limited Restricted Use)
712275,SHOPRITE OF WEST CALDWELL REPLACEMENT,900 BLOOMFIELD AVE,0721,West Caldwell Twp,07006    ,LSRP Oversight
45280,SHOPS ON MAIN SHOPPING CENTER,555 MAIN ST,0717,Orange City Twp,07050    ,LSRP Oversight
360408,SHORESH THE PRESCHOOL OF TEMPLE NER TAMID,936 BROAD ST,0702,Bloomfield Twp,07003    ,Suspected
14028,SHRI SIDDHIPRIYAY SERVICE STATION,572 RT 46,0707,Fairfield Twp,070060011,RAO-A (Unrestricted Use)
412839,SICA,66 HONISS ST,0701,Belleville Twp,07109    ,RAO-A (Unrestricted Use)
25581,SIGMA NETICS INC,1 WASHINGTON AVE,0707,Fairfield Twp,07006    ,RAO-ISRA Entire Site (Limited Restricted Use)
298221,SIGNATURE CAR COLLECTION,58 60 AVE A,0714,Newark City,07114    ,Known
53961,SILTEX INC FORMER,514 LYONS AVE,0709,Irvington Twp,071110000,RAO-Entire Site (Restricted Use)
42503,SILVER LAKE GAS & GO SERVICE STATION,190 FRANKLIN ST,0701,Belleville Twp,07109    ,Known
35289,SIMON MOTORS & MACHINE CO @ PIO COSTA IND PK,1275 BLOOMFIELD AVE,0707,Fairfield Twp,07006    ,Suspected
23222,SIMS AUTO CENTER INC,505 S LIVINGSTON AVE,0710,Livingston Twp,07039    ,RAO-Entire Site (Unrestricted Use)
8583,SIMSMETAL EAST,20 26 RICHARDS LN,0714,Newark City,07114    ,RAO-A (Limited Restricted Use)
21341,SIMS METAL MANAGEMENT,8 18 NOBLE ST,0714,Newark City,07114    ,No SRP Oversight Required
196284,SIX POINTS @ BLOOMFIED STATION,30 FARRAND ST,0702,Bloomfield Twp,07028    ,RAO-A (Restricted Use)
639408,SKIN LASER & SURGERY,89 VALLEY RD,0713,Montclair Twp,070422212,RAO-A (Unrestricted Use)
28967,SKIP GAMBERT & ASSOC,12 14 GARDEN ST,0714,Newark City,07105    ,Known
8998,SKYLINE PROPERTIES,100 RT 46,0707,Fairfield Twp,07004    ,Known
145676,SKYWAY VEHICLE,221 RAYMOND BLVD,0714,Newark City,07105    ,RAO-A (Restricted Use)
64188,SLEEPY HOLLOW CONDOMINIUMS,101 103 RIVER RD,0716,Nutley Twp,07110    ,Suspected
56446,S&L SERVICE STATION INC FORMER,59 61 WESTERN PKWY,0709,Irvington Twp,07111    ,LSRP Oversight
360412,SMART COOKIE LEARNING CENTER INC,25 EVERGREEN PL,0705,East Orange City,07018    ,Suspected
8463,S&M GULF,487 MARKET ST,0714,Newark City,07105    ,Verified Unknown Source
8146,SMILE CLEANERS,554 PASSAIC AVE,0721,West Caldwell Twp,07006    ,Suspected
618504,SMITH MARINA,103 109 RIVERSIDE AVE,0714,Newark City,07105    ,LSRP Oversight
8428,SMITTYS EXXON SERVICE STATION,101 13TH AVE,0714,Newark City,071030000,Known
542368,SNOW WHITE LAUNDROMAT,2 8 1ST AVE,0702,Bloomfield Twp,07003    ,Suspected
325579,SOLID STATE INC,44 48 FARRAND ST,0702,Bloomfield Twp,07003    ,LSRP Oversight
